"ICD10","ICD10Descr"
"F11181","Opioid abuse with opioid-induced sexual dysfunction"
"F550","Abuse of antacids"
"F1519","Other stimulant abuse with unsp stimulant-induced disorder"
"F14188","Cocaine abuse with other cocaine-induced disorder"
"F1819","Inhalant abuse with unspecified inhalant-induced disorder"
"F14250","Cocaine depend w cocaine-induc psych disorder w delusions"
"F13181","Sedative, hypnotic or anxiolytic abuse w sexual dysfunction"
"F1114","Opioid abuse with opioid-induced mood disorder"
"F1421","Cocaine dependence, in remission"
"F18220","Inhalant dependence with intoxication, uncomplicated"
"F19222","Oth psychoactv substance depend w intox w perceptual disturb"
"F1994","Oth psychoactive substance use, unsp w mood disorder"
"F11120","Opioid abuse with intoxication, uncomplicated"
"F19220","Oth psychoactive substance dependence w intoxication, uncomp"
"F1521","Other stimulant dependence, in remission"
"F1621","Hallucinogen dependence, in remission"
"F13159","Sedatv/hyp/anxiolytc abuse w psychotic disorder, unsp"
"F1499","Cocaine use, unsp with unspecified cocaine-induced disorder"
"F1423","Cocaine dependence with withdrawal"
"F1194","Opioid use, unspecified with opioid-induced mood disorder"
"F19180","Oth psychoactive substance abuse w anxiety disorder"
"F13281","Sedatv/hyp/anxiolytc dependence w sexual dysfunction"
"F12280","Cannabis dependence with cannabis-induced anxiety disorder"
"F16988","Hallucinogen use, unsp w oth hallucinogen-induced disorder"
"F19932","Oth psychoactv sub use, unsp w w/drawal w perceptl disturb"
"F18988","Inhalant use, unsp with other inhalant-induced disorder"
"F14120","Cocaine abuse with intoxication, uncomplicated"
"F16188","Hallucinogen abuse with other hallucinogen-induced disorder"
"F19280","Oth psychoactive substance dependence w anxiety disorder"
"F1829","Inhalant dependence with unsp inhalant-induced disorder"
"F16250","Hallucinogen dependence w psychotic disorder w delusions"
"F19122","Oth psychoactv substance abuse w intox w perceptual disturb"
"O99321","Drug use complicating pregnancy, first trimester"
"F1917","Oth psychoactive substance abuse w persisting dementia"
"F18180","Inhalant abuse with inhalant-induced anxiety disorder"
"F552","Abuse of laxatives"
"F1916","Oth psychoactv substance abuse w persist amnestic disorder"
"F18120","Inhalant abuse with intoxication, uncomplicated"
"F14282","Cocaine dependence with cocaine-induced sleep disorder"
"F1399","Sedative, hypnotic or anxiolytic use, unsp w unsp disorder"
"F13229","Sedatv/hyp/anxiolytc dependence w intoxication, unsp"
"F16183","Hallucign abuse w hallucign persisting perception disorder"
"F15188","Other stimulant abuse with other stimulant-induced disorder"
"F18288","Inhalant dependence with other inhalant-induced disorder"
"F15259","Oth stimulant depend w stim-induce psychotic disorder, unsp"
"F16122","Hallucinogen abuse w intoxication w perceptual disturbance"
"F1394","Sedative, hypnotic or anxiolytic use, unsp w mood disorder"
"O99320","Drug use complicating pregnancy, unspecified trimester"
"F11981","Opioid use, unsp with opioid-induced sexual dysfunction"
"F19230","Oth psychoactive substance dependence w withdrawal, uncomp"
"F14221","Cocaine dependence with intoxication delirium"
"F12180","Cannabis abuse with cannabis-induced anxiety disorder"
"F12959","Cannabis use, unsp with psychotic disorder, unspecified"
"F18221","Inhalant dependence with intoxication delirium"
"F19182","Oth psychoactive substance abuse w sleep disorder"
"F12250","Cannabis dependence with psychotic disorder with delusions"
"F14288","Cocaine dependence with other cocaine-induced disorder"
"F12259","Cannabis dependence with psychotic disorder, unspecified"
"F12221","Cannabis dependence with intoxication delirium"
"F1310","Sedative, hypnotic or anxiolytic abuse, uncomplicated"
"F13980","Sedatv/hyp/anxiolytc use, unsp w anxiety disorder"
"F553","Abuse of steroids or hormones"
"F1290","Cannabis use, unspecified, uncomplicated"
"F19188","Oth psychoactive substance abuse w oth disorder"
"F18280","Inhalant dependence with inhalant-induced anxiety disorder"
"F11159","Opioid abuse with opioid-induced psychotic disorder, unsp"
"F1997","Oth psychoactive substance use, unsp w persisting dementia"
"F15980","Oth stimulant use, unsp w stimulant-induced anxiety disorder"
"F13120","Sedatv/hyp/anxiolytc abuse w intoxication, uncomplicated"
"F12980","Cannabis use, unspecified with anxiety disorder"
"F18250","Inhalant depend w inhalnt-induce psych disorder w delusions"
"F11188","Opioid abuse with other opioid-induced disorder"
"F16983","Hallucign use, unsp w hallucign persist perception disorder"
"F18259","Inhalant depend w inhalnt-induce psychotic disorder, unsp"
"F15288","Oth stimulant dependence with oth stimulant-induced disorder"
"F1119","Opioid abuse with unspecified opioid-induced disorder"
"F1220","Cannabis dependence, uncomplicated"
"F12122","Cannabis abuse with intoxication with perceptual disturbance"
"F15182","Other stimulant abuse with stimulant-induced sleep disorder"
"F1821","Inhalant dependence, in remission"
"F1123","Opioid dependence with withdrawal"
"F14922","Cocaine use, unsp w intoxication with perceptual disturbance"
"F19259","Oth psychoactv substance depend w psychotic disorder, unsp"
"F13930","Sedatv/hyp/anxiolytc use, unsp w withdrawal, uncomplicated"
"F11250","Opioid depend w opioid-induc psychotic disorder w delusions"
"F1420","Cocaine dependence, uncomplicated"
"F11281","Opioid dependence with opioid-induced sexual dysfunction"
"F1619","Hallucinogen abuse with unsp hallucinogen-induced disorder"
"F15251","Oth stimulant depend w stim-induce psych disorder w hallucin"
"F14229","Cocaine dependence with intoxication, unspecified"
"F15982","Oth stimulant use, unsp w stimulant-induced sleep disorder"
"F12229","Cannabis dependence with intoxication, unspecified"
"F1590","Other stimulant use, unspecified, uncomplicated"
"F19232","Oth psychoactv sub depend w w/drawal w perceptl disturb"
"F11959","Opioid use, unsp w opioid-induced psychotic disorder, unsp"
"F551","Abuse of herbal or folk remedies"
"F16180","Hallucinogen abuse w hallucinogen-induced anxiety disorder"
"F12288","Cannabis dependence with other cannabis-induced disorder"
"F13231","Sedatv/hyp/anxiolytc dependence w withdrawal delirium"
"F11122","Opioid abuse with intoxication with perceptual disturbance"
"F1390","Sedative, hypnotic, or anxiolytic use, unsp, uncomplicated"
"F15181","Oth stimulant abuse w stimulant-induced sexual dysfunction"
"F19231","Oth psychoactive substance dependence w withdrawal delirium"
"F19239","Oth psychoactive substance dependence with withdrawal, unsp"
"F19930","Oth psychoactive substance use, unsp w withdrawal, uncomp"
"F14251","Cocaine depend w cocaine-induc psychotic disorder w hallucin"
"F1414","Cocaine abuse with cocaine-induced mood disorder"
"F11129","Opioid abuse with intoxication, unspecified"
"F19939","Other psychoactive substance use, unsp with withdrawal, unsp"
"F1319","Sedative, hypnotic or anxiolytic abuse w unsp disorder"
"F1814","Inhalant abuse with inhalant-induced mood disorder"
"F18959","Inhalant use, unsp w inhalnt-induce psychotic disorder, unsp"
"F1910","Other psychoactive substance abuse, uncomplicated"
"F1514","Other stimulant abuse with stimulant-induced mood disorder"
"F15282","Oth stimulant dependence w stimulant-induced sleep disorder"
"F19982","Oth psychoactive substance use, unsp w sleep disorder"
"F1927","Oth psychoactive substance dependence w persisting dementia"
"F13232","Sedatv/hyp/anxiolytc depend w w/drawal w perceptual disturb"
"F16159","Hallucinogen abuse w psychotic disorder, unsp"
"F14181","Cocaine abuse with cocaine-induced sexual dysfunction"
"F15120","Other stimulant abuse with intoxication, uncomplicated"
"F13251","Sedatv/hyp/anxiolytc depend w psychotic disorder w hallucin"
"F19981","Oth psychoactive substance use, unsp w sexual dysfunction"
"F0281","Dementia in oth diseases classd elswhr w behavioral disturb"
"F0151","Vascular dementia with behavioral disturbance"
"F028","Dementia in other diseases classified elsewhere"
"F039","Unspecified dementia"
"F03","Unspecified dementia"
"F01","Vascular dementia"
"F0150","Vascular dementia without behavioral disturbance"
"F0390","Unspecified dementia without behavioral disturbance"
"G30","Alzheimer's disease"
"G300","Alzheimer's disease with early onset"
"F02","Dementia in other diseases classified elsewhere"
"G309","Alzheimer's disease, unspecified"
"F0280","Dementia in oth diseases classd elswhr w/o behavrl disturb"
"G308","Other Alzheimer's disease"
"F0391","Unspecified dementia with behavioral disturbance"
"G301","Alzheimer's disease with late onset"
"F015","Vascular dementia"
"G311","Senile degeneration of brain, not elsewhere classified"
"F051",
"F00",
"E1322","Oth diabetes mellitus with diabetic chronic kidney disease"
"E124",
"E143",
"E1152","Type 2 diabetes w diabetic peripheral angiopathy w gangrene"
"E1036","Type 1 diabetes mellitus with diabetic cataract"
"E1051","Type 1 diabetes w diabetic peripheral angiopath w/o gangrene"
"E10319","Type 1 diabetes w unsp diabetic rtnop w/o macular edema"
"E1144","Type 2 diabetes mellitus with diabetic amyotrophy"
"E147",
"E13329","Oth diabetes w mild nonprlf diabetic rtnop w/o macular edema"
"E123",
"E1131","Type 2 diabetes mellitus with unsp diabetic retinopathy"
"E132","Other specified diabetes mellitus with kidney complications"
"E1159","Type 2 diabetes mellitus with oth circulatory complications"
"E10311","Type 1 diabetes w unsp diabetic retinopathy w macular edema"
"E1044","Type 1 diabetes mellitus with diabetic amyotrophy"
"E10349","Type 1 diab w severe nonprlf diab rtnop w/o macular edema"
"E11351","Type 2 diabetes w prolif diabetic rtnop w macular edema"
"E1039","Type 1 diabetes w oth diabetic ophthalmic complication"
"E10339","Type 1 diab w moderate nonprlf diab rtnop w/o macular edema"
"E115","Type 2 diabetes mellitus with circulatory complications"
"E117",
"E1121","Type 2 diabetes mellitus with diabetic nephropathy"
"E105","Type 1 diabetes mellitus with circulatory complications"
"E13311","Oth diabetes w unsp diabetic retinopathy w macular edema"
"E135","Oth diabetes mellitus with circulatory complications"
"E11359","Type 2 diabetes w prolif diabetic rtnop w/o macular edema"
"E1333","Oth diabetes w moderate nonprlf diabetic retinopathy"
"E145",
"E10321","Type 1 diab w mild nonprlf diabetic rtnop w macular edema"
"E1022","Type 1 diabetes mellitus w diabetic chronic kidney disease"
"E1342","Oth diabetes mellitus with diabetic polyneuropathy"
"E1149","Type 2 diabetes w oth diabetic neurological complication"
"E10331","Type 1 diab w moderate nonprlf diab rtnop w macular edema"
"E137",
"E1134","Type 2 diabetes w severe nonprlf diabetic retinopathy"
"E1329","Oth diabetes mellitus with oth diabetic kidney complication"
"E11349","Type 2 diab w severe nonprlf diab rtnop w/o macular edema"
"E1041","Type 1 diabetes mellitus with diabetic mononeuropathy"
"E1344","Other specified diabetes mellitus with diabetic amyotrophy"
"E11339","Type 2 diab w moderate nonprlf diab rtnop w/o macular edema"
"E10341","Type 1 diab w severe nonprlf diabetic rtnop w macular edema"
"E1335","Oth diabetes mellitus w proliferative diabetic retinopathy"
"E134","Oth diabetes mellitus with neurological complications"
"E1349","Oth diabetes w oth diabetic neurological complication"
"E1143","Type 2 diabetes w diabetic autonomic (poly)neuropathy"
"E1122","Type 2 diabetes mellitus w diabetic chronic kidney disease"
"E11311","Type 2 diabetes w unsp diabetic retinopathy w macular edema"
"E122",
"E13319","Oth diabetes w unsp diabetic retinopathy w/o macular edema"
"E13331","Oth diab w moderate nonprlf diabetic rtnop w macular edema"
"E1139","Type 2 diabetes w oth diabetic ophthalmic complication"
"E13339","Oth diab w moderate nonprlf diabetic rtnop w/o macular edema"
"E10351","Type 1 diabetes w prolif diabetic rtnop w macular edema"
"E13351","Oth diabetes w prolif diabetic retinopathy w macular edema"
"E1151","Type 2 diabetes w diabetic peripheral angiopath w/o gangrene"
"E1142","Type 2 diabetes mellitus with diabetic polyneuropathy"
"E1052","Type 1 diabetes w diabetic peripheral angiopathy w gangrene"
"E1141","Type 2 diabetes mellitus with diabetic mononeuropathy"
"E11321","Type 2 diab w mild nonprlf diabetic rtnop w macular edema"
"E1359","Oth diabetes mellitus with other circulatory complications"
"E1343","Oth diabetes mellitus w diabetic autonomic (poly)neuropathy"
"E1042","Type 1 diabetes mellitus with diabetic polyneuropathy"
"E1136","Type 2 diabetes mellitus with diabetic cataract"
"E133","Oth diabetes mellitus with ophthalmic complications"
"E1331","Oth diabetes mellitus with unspecified diabetic retinopathy"
"E1321","Other specified diabetes mellitus with diabetic nephropathy"
"E11341","Type 2 diab w severe nonprlf diabetic rtnop w macular edema"
"E142",
"E1034","Type 1 diabetes w severe nonprlf diabetic retinopathy"
"E1140","Type 2 diabetes mellitus with diabetic neuropathy, unsp"
"E1135","Type 2 diabetes w proliferative diabetic retinopathy"
"E11319","Type 2 diabetes w unsp diabetic rtnop w/o macular edema"
"E1352","Oth diabetes w diabetic peripheral angiopathy w gangrene"
"E1043","Type 1 diabetes w diabetic autonomic (poly)neuropathy"
"E10359","Type 1 diabetes w prolif diabetic rtnop w/o macular edema"
"E144",
"E1033","Type 1 diabetes w moderate nonprlf diabetic retinopathy"
"E127",
"E1049","Type 1 diabetes w oth diabetic neurological complication"
"E1035","Type 1 diabetes w proliferative diabetic retinopathy"
"E125",
"E102","Type 1 diabetes mellitus with kidney complications"
"E1339","Oth diabetes mellitus w oth diabetic ophthalmic complication"
"E1132","Type 2 diabetes w mild nonproliferative diabetic retinopathy"
"E107",
"E114","Type 2 diabetes mellitus with neurological complications"
"E1059","Type 1 diabetes mellitus with oth circulatory complications"
"E13341","Oth diabetes w severe nonprlf diabetic rtnop w macular edema"
"E1129","Type 2 diabetes mellitus w oth diabetic kidney complication"
"E1029","Type 1 diabetes mellitus w oth diabetic kidney complication"
"E11331","Type 2 diab w moderate nonprlf diab rtnop w macular edema"
"E1332","Oth diabetes w mild nonproliferative diabetic retinopathy"
"E103","Type 1 diabetes mellitus with ophthalmic complications"
"E10329","Type 1 diab w mild nonprlf diabetic rtnop w/o macular edema"
"E1133","Type 2 diabetes w moderate nonprlf diabetic retinopathy"
"E1336","Other specified diabetes mellitus with diabetic cataract"
"E1031","Type 1 diabetes mellitus with unsp diabetic retinopathy"
"E13349","Oth diab w severe nonprlf diabetic rtnop w/o macular edema"
"E1341","Oth diabetes mellitus with diabetic mononeuropathy"
"E1021","Type 1 diabetes mellitus with diabetic nephropathy"
"E1340","Oth diabetes mellitus with diabetic neuropathy, unspecified"
